"GeneID","SeqID","CMSVM._Localization","CMSVM._Details","CytoSVM._Localization","CytoSVM._Details","ECSVM._Localization","ECSVM._Details","ModHMM._Localization","ModHMM._Details","Motif._Localization","Motif._Details","OMPMotif._Localization","OMPMotif._Details","OMSVM._Localization","OMSVM._Details","PPSVM._Localization","PPSVM._Details","Profile._Localization","Profile._Details","SCL.BLAST._Localization","SCL.BLAST._Details","SCL.BLASTe._Localization","SCL.BLASTe._Details","Signal._Localization","Signal._Details","Cytoplasmic_Score","CytoplasmicMembrane_Score","Periplasmic_Score","OuterMembrane_Score","Extracellular_Score","Final_Localization","Final_Localization_Details","Final_Score","Secondary_Localization","PSortb_Version","System","Process","Pathway","Protein"
"sll8027","sll8027 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"sll8031","sll8031 NADH dehydrogenase subunit NdhK","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","1 internal helix found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","CytoplasmicMembrane","matched 2499331: NADH-quinone oxidoreductase subunit 6","Unknown","No matches against database","Unknown","No signal peptide detected",0.15,9.82,0.01,0.01,0.01,"CytoplasmicMembrane","",9.82,"","PSORTb version 3.0",NA,"Photosynthesis and respiration","NADH dehydrogenase","NADH dehydrogenase subunit NdhK"
"sll8032","sll8032 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"sll8033","sll8033 unknown protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"sll8034","sll8034 2-nitropropane dioxygenase","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 15596221: 2-Nitropropane Dioxygenase[Pseudomonas aeruginosa PAO1]","Unknown","No matches against database","Non-Cytoplasmic","Signal peptide detected",0,3.24,6.49,0.14,0.14,"Unknown"," (This protein may have multiple localization sites.)",6.49,"","PSORTb version 3.0",NA,"Other categories","Other","2-nitropropane dioxygenase"
"sll8035","sll8035 hypothetical protein","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"CytoplasmicMembrane","4 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",0,10,0,0,0,"CytoplasmicMembrane","",10,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"sll8040","sll8040 unknown protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"sll8042","sll8042 putative transposase [ISY100y: 38542 - 39487]","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Other categories","Transposon-related functions","putative transposase [ISY100y: 38542 - 39487]"
"sll8043","sll8043 putative transposase [ISY100y: 38542 - 39487]","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Other categories","Transposon-related functions","putative transposase [ISY100y: 38542 - 39487]"
"sll8048","sll8048 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"sll8049","sll8049 type I site-specific deoxyribonuclease chain R","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"DNA replication, restriction, modification, recombination, and repair","","type I site-specific deoxyribonuclease chain R"
"sll9006","sll9006 unknown protein [ORF-E]","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",0.04,9.82,0.12,0.01,0.01,"CytoplasmicMembrane","",9.82,"","PSORTb version 3.0",NA,"Unknown","","unknown protein [ORF-E]"
"slr0001","slr0001 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr0006","slr0006 unknown protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr0007","slr0007 probable sugar-phosphate nucleotidyltransferase","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 15595794: probable nucleotidyl transferase[Pseudomonas aeruginosa PAO1]","Unknown","No matches against database","Unknown","No signal peptide detected",9.97,0.01,0.01,0,0,"Cytoplasmic","",9.97,"","PSORTb version 3.0",NA,"Other categories","Other","probable sugar-phosphate nucleotidyltransferase"
"slr0008","slr0008 carboxyl-terminal processing protease","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","CytoplasmicMembrane","matched 2507255: Tail-specific protease precursor","Unknown","No matches against database","Unknown","No signal peptide detected",0.15,9.82,0.01,0.01,0.01,"CytoplasmicMembrane","",9.82,"","PSORTb version 3.0",NA,"Translation","Degradation of proteins, peptides, and glycopeptides","carboxyl-terminal processing protease"
"slr0009","slr0009 ribulose bisphosphate carboxylase large subunit","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Photosynthesis and respiration","CO2 fixation","ribulose bisphosphate carboxylase large subunit"
"slr0011","slr0011 possible Rubisco chaperonin","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","possible Rubisco chaperonin"
"slr0012","slr0012 ribulose bisphosphate carboxylase small subunit","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Photosynthesis and respiration","CO2 fixation","ribulose bisphosphate carboxylase small subunit"
"slr0013","slr0013 hypothetical protein","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","1 internal helix found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",2,2,2,2,2,"Unknown","",2,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr0014","slr0014 Mg2+ transport ATPase","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"CytoplasmicMembrane","4 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",0,10,0,0,0,"CytoplasmicMembrane","",10,"","PSORTb version 3.0",NA,"Transport and binding proteins","","Mg2+ transport ATPase"
"slr0015","slr0015 lipid A disaccharide synthase","Unknown",NA,"Unknown",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 16128175: tetraacyldisaccharide-1-P synthase [Escherichia coli K12]","Unknown","No matches against database","Unknown","No signal peptide detected",9.26,0.24,0.48,0.01,0.01,"Cytoplasmic","",9.26,"","PSORTb version 3.0",NA,"Cell envelope","Surface polysaccharides, lipopolysaccharides and antigens","lipid A disaccharide synthase"
"slr0016","slr0016 hypothetical protein","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"Unknown","2 internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",0.04,9.82,0.12,0.01,0.01,"CytoplasmicMembrane","",9.82,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
"slr0017","slr0017 UDP-N-acetylglucosamine 1-carboxyvinyltransferase","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 15599646: UDP-N-acetylglucosamine 1-carboxyvinyltransferase[Pseudomonas aeruginosa PAO1]","Unknown","No matches against database","Unknown","No signal peptide detected",9.97,0.01,0.01,0,0,"Cytoplasmic","",9.97,"","PSORTb version 3.0",NA,"Cell envelope","Murein sacculus and peptidoglycan","UDP-N-acetylglucosamine 1-carboxyvinyltransferase"
"slr0018","slr0018 fumarase","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 7404369: Fumarate hydratase class II","Unknown","No matches against database","Unknown","No signal peptide detected",9.97,0.01,0.01,0,0,"Cytoplasmic","",9.97,"","PSORTb version 3.0",NA,"Energy metabolism","TCA cycle","fumarase"
"slr0019","slr0019 unknown protein","CytoplasmicMembrane",NA,"Unknown",NA,"Unknown",NA,"Unknown","2 internal helices found","Unknown","No motifs found","Unknown","No motifs found","OuterMembrane",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",0.06,4.69,0.52,4.55,0.18,"Unknown"," (This protein may have multiple localization sites.)",4.69,"","PSORTb version 3.0",NA,"Unknown","","unknown protein"
"slr0020","slr0020 DNA recombinase","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Cytoplasmic","matched 153931726: ATP-dependent DNA helicase RecG [Clostridium botulinum A str. ATCC 19397]","Unknown","No matches against database","Unknown","No signal peptide detected",9.97,0.01,0.01,0,0,"Cytoplasmic","",9.97,"","PSORTb version 3.0",NA,"DNA replication, restriction, modification, recombination, and repair","","DNA recombinase"
"slr0021","slr0021 protease","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","CytoplasmicMembrane","matched 84028736: Probable protease sohB","Unknown","No matches against database","Unknown","No signal peptide detected",2.11,7.88,0,0,0,"CytoplasmicMembrane","",7.88,"","PSORTb version 3.0",NA,"Translation","Degradation of proteins, peptides, and glycopeptides","protease"
"slr0022","slr0022 hypothetical protein","Unknown",NA,"Cytoplasmic",NA,"Unknown",NA,"Unknown","No internal helices found","Unknown","No motifs found","Unknown","No motifs found","Unknown",NA,"Unknown",NA,"Unknown","No matches to profiles found","Unknown","No matches against database","Unknown","No matches against database","Unknown","No signal peptide detected",8.96,0.51,0.26,0.01,0.26,"Cytoplasmic","",8.96,"","PSORTb version 3.0",NA,"Hypothetical","","hypothetical protein"
